Integral Name,Class,Ra Obj,Dec Obj,Integral Alt Names,Maxi Name,Maxi ID,Swift Name,Swift ID,Fermi Name,Fermi ID,Swift Weak
4U 2358+21,1500,0.5,21.4,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J00040+7020,7106,1.008,70.32181,2MASX J00040192+7019185,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
Mrk 335,7100,1.581333,20.202917000000006,"QSO B0003+199, 1AXG J000622+2012, 1H 0003+200, 1RXS J000618.9+201215, 4U 0005+20, IRAS F0003791955",Mrk 335,J0006+202,Mrk 3,Mrk3,noFermi,noFermi,yes
4U 0000+72,1500,1.65,72.78333,"SNR 119.5+10.2, 1H 0007+731, 2E 0004.4+7245, 3A 0004+725",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
MCG-01-01-043,7106,2.541667,-4.710278,"Mrk 937, 1AXG J001011-0443, RX J0010.1-0442, 1RXS J001010.2-044225, IRAS F00076-0459",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
2EG J0008+7307,1700,2.55,73.166664,"CTA 1?, GRO J0004+73, 3EG J0010+7309",noMaxi,noMaxi,PSR J0007+7303,PSRJ0007p7303,noFermi,noFermi,yes
QSO B0007+107,7104,2.629208,10.974861,"1H 0014+111, 1RXS J001031.3+105832, 2E 0007.9+1041, ZW III 2, RX J0010.5+1058, H 0008+105, Mrk 1501",noMaxi,noMaxi,QSO B0007+107,QSOB0007p107,noFermi,noFermi,yes
4U 0009-33,5000,2.933333,-33.621666,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0010+39,1500,3.354167,39.878334,"1M 0001-310, 1XRS 00108+396",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J00158+5605,7105,3.9757917000000003,56.049305000000004,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
S5 0014+813,7200,4.285292,81.58559,"[VV96] J001708.1+813507, 1AXG J001720+8135, 1RXS J001710.2+813507, QSO J0017+8135",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0015+02,1500,4.470833,3.1383330000000003,1XRS 00153+028,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J00234+6141,1640,5.740167,61.685417,1RXS J002258.3+614111 CXOU J002257.6+614107,noMaxi,noMaxi,IGR J00234+6141,IGRJ00234p6141,noFermi,noFermi,yes
IGR J00245+6251,1710,6.116667,62.843056000000004,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0022+63,3200,6.320833,64.15889,"V* B Cas, 1H 0022+638, 2E 0022.1+6353, 3A 0022+638, 3C 10, Cep X-1, Tycho SNR, SNR 021.0+63.0",Tycho SNR,J0025+641,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J00254+6822,7106,6.3854169999999995,68.36222,"IGR J00256+6821, LEDA 136991, IRAS 00227+6805?",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IRAS F00235+1024,7600,6.5275,10.690278,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0026-29,1500,6.7916669999999995,-29.393333000000002,"1H 0024-296, 1XRS 00268-291",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0026-73,1500,7.0,-72.7,1XRS 00264-730,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0027+59,1500,7.0416669999999995,59.153330000000004,"1A 0026+59, 1H 0025+588, 1XRS 00262+59, 3A 0026+5933",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
V709 Cas,1640,7.203625,59.289390000000004,"V* V709 Cas, 1RXS J002848.2+591723, RX J0028.8+5917",V709 Cas,J0028+592,V709 Cas,V709Cas,noFermi,noFermi,yes
IGR J00291+5934,1416,7.262708,59.57192,-,noMaxi,noMaxi,IGR J00291+5934,IGRJ00291p5934,noFermi,noFermi,yes
4U 0028+22,1500,8.0,22.4,1XRS 00288+220,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
2CG 121+04,1700,8.0,66.8,1CG 1+1+03,noMaxi,noMaxi,2CG 121+04,2CG121p04,noFermi,noFermi,yes
RX J0032.9-7348,1300,8.23375,-73.805275,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J00335+6126,7105,8.3265,61.46177700000001,"2MASX J00331831+6127433, NVSS J003318+612740, IGR J00333+6122, USNO-A2.0 1500_00589511, 1RXS J003357.9+612645",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IRAS F00317-2142,7000,8.557583000000001,-21.439056,"ESO 540-1, 1AXG J003414-2127, RX J003413-21263",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J0034.5-7904,7000,8.579,-79.11,1RXS J003422.2-790525,2MASX J00341665-7905204,J0034-790,noSwift,noSwift,noFermi,noFermi,noSwift
1ES 0033+595,7300,8.968975,59.834495999999994,"[BSF97] J003552.63+595004.6, 1ES 0033+595, 1RXS J003552.8+595006, RGB J0035+598 RX J0035.8+5950, TXS 0032+595",1ES 0033+595,J0035+598,QSO B0033+595,QSOB0033p595,noFermi,noFermi,yes
4U 0033+58,1500,9.0,59.0,1XRS 00332+588,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J00370+6122,1210,9.290125,61.360138,"1RXS J003709.6+612131, BD + 0 73",noMaxi,noMaxi,IGR J00370+6122,IGRJ00370p6122,noFermi,noFermi,yes
3EG J0038-0949,1700,9.74,-9.82,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
Abell 85,5000,10.4075,-9.3425,"1H 0042-093, 1RXS J004149.7-091817, 2E 0039.3-0934, 3A 0039-095, 4U 0037-10",Abell 85,J0041-093,noSwift,noSwift,noFermi,noFermi,noSwift
Mrk 957,7000,10.470417,40.35472,"5C 3.100, 2E 0039.1+4004, QSO B0039+4004, RX J0041.8+4021, 1RXS J004154.0+402118, IRAS F0039104004",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J004234.8+4104,9999,10.645,41.071667,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
AX J0043-737,1810,10.645833,-73.675,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0037+39,1500,10.645833,41.161667,"1H 0039+408, 2E 0039.9+4059, 3A 0040+409, 1XRS 00390+411","M 31,4U 0037+39",J0042+411,noSwift,noSwift,noFermi,noFermi,noSwift
XMMU J004245.2+41172,1420,10.688333,41.289165000000004,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
XMMU J004308.5+41182,1420,10.785417,41.305557,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
QSO B0040+0034,7200,10.832292,0.85425,"[VV96] J004319.8+005116, 1RXS J004319.8+005131",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J004346.0+4107,9999,10.941667,41.126667,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
XMMU J004414.0+41220,1424,11.058333,41.367779999999996,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
XMMU J004415.9+41305,1440,11.06625,41.51611,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
XMMU J004438.1+41451,1420,11.15875,41.753056,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
2A 0042+323,1400,11.21,33.021390000000004,"4U 0042+32, 3A 0041+330, 1XRS 00421+327",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RGB J0044+193,7104,11.2475,19.361944,"RX J0045.0+1921, 1RXS J004459.4+19214",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
1RXS J004504.8+62080,9999,11.248,62.083,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0041+36,1500,11.25,37.1,1XRS 00419+368,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J00451+3842,9999,11.276,38.711,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
PG 0043+039,7200,11.446958,4.173444,"[VV96] J004547.2+041024, QSO B0043+03",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
UM 275,7200,11.556417,1.073806,"[VV96] J004613.5+010426, QSO J0046+0104",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J00465-4005,7106,11.586166,-40.096973,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
NGC 253,6900,11.888042,-25.288279,"RX J0047.5-2517, PKS 0045-25, 2E 0045.1-2533, 1Jy 0045-25",noMaxi,noMaxi,NGC 253,NGC253,noFermi,noFermi,yes
IGR J00486-4241,9999,12.151,-42.718999999999994,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
Mrk 348,7106,12.196417,31.956971999999997,"NGC 262, 1AXG J004847+3157, IRAS F00460+3141",Mrk 348,J0048+319,NGC 262,NGC262,noFermi,noFermi,yes
AX J0049-729,1316,12.274583,-72.84861,"RX J0049.0-7250, XTE J0049-729",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
AX J0049.4-7323,1810,12.355,-73.388054,RX J0049.7-7323,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
AX J0049-732,1110,12.365,-73.18139000000002,RX J0049.4-7310,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0050.7-7316,1310,12.674583,-73.26556,"V* DZ Tuc, AX J0051-732",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
AX J0051-722,1316,12.7325,-72.23194000000002,RX J0051.3-7216,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
QSO B0048-297,7200,12.8355,-29.474388,"[VV96] J005120.4-292830, SGP 2",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
XTE J0051-727,1000,12.925,-72.75,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0051.9-7311,1300,12.955,-73.175,"2E 206, 2E 0050.2-7326, AX J0051.6-7311",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
2E 0050.1-7247,1316,12.971542,-72.530136,"RX J0051.8-7231, BKGS 3, 1WGA J0051.827231",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J00515-7328,9999,13.002459,-73.49042,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SMC X-3,1300,13.024042,-72.43422,"H 0050-727, 1H 0054-729, 3A 0049-726, 2S 0050-727, 1XRS 00503-727",SMC X-3,J0052-724,SMC X-3,SMCX-3,SMC X-3,smcx3,yes
XTE J0052-723,1810,13.045833,-72.33833,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0052.1-7319,1316,13.057917,-73.320274,"1E 0050.3-7335, 2E 0050.4-7335",noMaxi,noMaxi,RX J0052.1-7319,RXJ0052.1-7319,noFermi,noFermi,yes
IGR J00523-7217,9999,13.079167,-72.285,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
XTE J0052-725,1810,13.229167000000002,-72.55,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0052.9-7158,1300,13.23,-71.96833000000002,"2E 0051.1-7214, AX J0052.9-7157, XTE J0054-720",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
QSO B0050+124,7104,13.396167000000002,12.692889,"ZW I 1, 1AXG J005334+1241, 2E 0050.9+1225, RX J0053.5+1241, 1RXS J005335.3+124137, IRAS F00509+1225, Mrk 1502",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0053.8-7226,1316,13.479167000000002,-72.44639000000002,"BKGS 8, 2E 0052.1-7242, XTE J0053-724, 1WGA J0053.8-7226",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SMC X-2,1300,13.639167,-73.68444000000002,"3A 0042-738, H 0053-739, RX J0054.5-7340",noMaxi,noMaxi,SMC X-2,SMCX-2,noFermi,noFermi,yes
XTE J0055-724,1316,13.734042,-72.441,"BKGS 9, 2E 0053.2-7242, RX J0054.9-7226, SAX J0054.9-2226,",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J0055.4+4612,1600,13.85,46.203,1RXS J005528.0+461143,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J00556+7708,9999,13.895,77.134,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
Abell 119,5000,14.089167000000002,-1.263056,"1E 0053.7-0131, 1H 0052-015, 1RXS J005617.5-011501, 2A 0054-015, 4U 0050-01",Abell 119,J0056-012,noSwift,noSwift,noFermi,noFermi,noSwift
Gam Cas,1300,14.177207999999998,60.71675,"HD 5394, 1H 0053+604, 3A 0053+604, 4U 0054+60 1RXS J005642.0+604300, IRAS 00536+6026",Gamma Cas,J0056+607,Gam Cas,GamCas,noFermi,noFermi,yes
IGR J00569-7226,1346,14.25975,-72.43204,-,noMaxi,noMaxi,IGR J00569-7226,IGRJ00569-7226,noFermi,noFermi,yes
PHL 909,7200,14.291417000000001,14.769528,"[VV96] J005709.9+144611, 2E 0054.5+1430, 1AXG J005709+1445, QSO B0054+144, 1RXS J005710.5+144546",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
Ton S 180,7104,14.333082999999998,-22.383083,"[VV96] J005720.2-222256, 1AXG J005720-2222, RX J0057.2-2223, 1RXS J005720.4-222300, QSO B0054-2239, PHL 912",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
AX J0057.4-7325,1810,14.3625,-73.42528,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
NGC 315,7104,14.453667000000001,30.352444000000002,"2E 0055.1+3005, 1AXG J005749+3021, RX J0057.8+3021, 1RXS J005749.6+302108, IRAS F00550+3004",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
AX J0058-720,1110,14.4625,-72.04444000000002,RX J0057.8-7202,MAXI J0057-720,J0057-720,noSwift,noSwift,noFermi,noFermi,noSwift
CXOU J005758.4-72162,1360,14.493332999999998,-72.37486,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0058.2-7231,1300,14.552917,-72.5125,RX J0058.3-7229,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0059.2-7138,1316,14.797082999999999,-71.645836,-,noMaxi,noMaxi,RX J0059.2-7138,RXJ0059.2-7138,noFermi,noFermi,yes
Mrk 352,7104,14.972125,31.826999999999998,"Nkn 352, QSO B0057+315, [VV2010c] J005953.3+314937, SWIFT J0059.4+315",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0101.0-7206,1300,15.254582999999998,-72.11583,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
QSO B0059-304A,7200,15.376667000000001,-30.1625,"[VV96] J010130.2-300945, QSO B0059-304A, QSO B0059-3025",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J01017+6519,9999,15.44,65.33,-- -- --,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
AX J0103-722,1310,15.4678335,-72.39281,"2E 0101.5-7225, SAX J0103.2-7209",noMaxi,noMaxi,RX J0101.8-7223,RXJ0101.8-7223,noFermi,noFermi,yes
IGR J01021+6612,9999,15.534,66.211,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
XMMU J010253.1-72443,1300,15.72125,-72.7425,"SXP6.85, XTE J0103-72",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0103-21,5000,15.9625,-21.88,"1H 0101-221, 2A 0102-222, 1XRS 01039-218, Abell 133 ?",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J01054-7253,1100,16.176167,-72.90103,[M2002] SMC 59977,noMaxi,noMaxi,IGR J01054-7253,IGRJ01054-7253,noFermi,noFermi,yes
AX J0105-722,1116,16.287083,-72.19556,"RX J0105.1-7211, RX J0105.3-7210",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0106.2-7205,1300,16.562918,-72.09028,"SNR 0104-72.3, 1RXS J010627.1-720523, 2E 0104.5-7221",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J01085-4550,9999,17.115,-45.848,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
1H 0103-762,1300,17.275417,-74.744446,H 0107-750,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
PSR J0111-7317,1316,17.785,-73.27944000000002,"[HFP2000] 446, XTE J0111-732, J0111.237317",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
NGC 424,7104,17.864626,-38.083637,"1RXS J011127.9-380507, 2E 0109.1-3820, IRAS F01091-3820, Tol 0109-383",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
Mrk 1152,7104,18.458668,-14.845583,"1H 0113-148, 1RXS J011350.0-145041, 2E 0111.351506",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J01157+6941,9999,18.95329,69.76689,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
Mrk 1,7106,19.030209,33.089558000000004,"NGC 449, IRAS F01133+3249",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J01170-1012,9999,19.24,-10.204,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SMC X-1,1213,19.271207999999998,-73.44334,"2A 0116-737, 2E 0115.8-7342, H 0115-737, 4U 0115-73, 1AXG J011719-7326, RX J0117.1-7327, 1RXS J011705.9-732632",SMC X-1,J0117-734,SMC X-1,SMCX-1,noFermi,noFermi,no
RX J0117.6-7330,1316,19.4225,-73.51361,[HFP2000] 506,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
3A 0114+650,1210,19.51125,65.29160999999999,"V* V662 Cas, 1A 0114+650, 1RXS J011758.8+651730, 4U 0114+65, LS I +65 10",4U 0114+65,J0118+652,3A 0114+650,3A0114p650,noFermi,noFermi,yes
2EG J0119+0312,1700,19.6,2.816667,"QSO 0119+041?, GRO J0118+02, 3EG J0118+0248",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
H 0115+634,1316,19.632917000000006,63.74,"V* V635 Cas, 4U 0115+63, 1H 0115+635, 2E 0115.1+6328, Cas Gamma-1",4U 0115+63,J0118+637,4U 0115+634,4U0115p634,4U 0115+63,4u0115,yes
IGR J01191+0743,9999,19.771,7.7120000000000015,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
XTE J0119-731,1116,19.9625,-73.19667,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0119.5-7301,9999,20.077,-73.059,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J01217-7257,1300,20.420834,-72.95917,-,noMaxi,noMaxi,IGR J01217-7257,IGRJ01217-7257,noFermi,noFermi,yes
4U 0106-59,1500,20.941708,-58.806557,"1H 0122-590, 2A 0120-591, 2E 0121.8-5903, 3A 0120-591, 1AXG J012354-5848, 1RXS J012346.6-584819, QSO B0121-590, Fairall 9",Fairall 9,J0123-588,QSO B0121-590,QSOB0121-590,noFermi,noFermi,yes
NGC 526,7106,20.975834,-35.065277,"4U 0115-36, 1AXG J012358-3504, 1H 0121-353, 2E 0121.6-3519, 3A 0121-353, 1RXS J012354.4-350402, IRAS 01216-3519, MCG-06-04-019",noMaxi,noMaxi,NGC 526,NGC526,noFermi,noFermi,yes
IGR J01295+5011,9999,22.364,50.183,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0129-09,1500,23.020832000000002,-9.733333,1XRS 01296-099,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
QSO B0130-4124,7200,23.169167,-41.148888,[VV96] J013240.6-410856,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
QSO B0130-171,7200,23.181207999999998,-16.913470999999998,"[VV96] J013243.5-165449, PKS J0132-1654",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
NGC 591,7106,23.380375,35.668,"Mrk 1157, IRAS F0130653524",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J01363+6610,1306,23.956375,66.211975,XMMU J013549.5+661243,noMaxi,noMaxi,IGR J01363+6610,IGRJ01363p6610,noFermi,noFermi,yes
4U 0134-11,5100,24.258333,-11.285,1XRS 01345-115,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
RX J0137.7+5814,9999,24.458332000000002,58.23639,"2MASS J01375047+5814112, 1RXS J013748.0+581422, NVSS J013750+581413",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
ESO 297-18,7106,24.654917,-40.011307,"IRAS F01364-4016, LEDA 6078, MCG-07-00-025",noMaxi,noMaxi,ESO 297- 18,ESO297-18,noFermi,noFermi,yes
PHL 1092,7104,24.9825,6.322583,"[VV96] J013955.8+061921, QSO B0137+0604, IRAS 01373+0604",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0138+48,1500,25.25,48.3,1XRS 01385+480,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
MCG-01-05-031,7106,26.355417,-3.827222,"1RXS J014526.6-034945, IRAS F01428-0404, RX J014526-03495",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0142+614,1840,26.593374,61.75089000000001,"4U 0142+61, 1H 0132+607, 1RXS J014621.5+614509, 3A 0142+614",4U 0142+61,J0146+617,PSR J0146+61,PSRJ0146p61,noFermi,noFermi,yes
RX J0146.9+6121,1310,26.750708000000003,61.35658299999999,"V* V831 Cas, ALS 6757, 1RXS J014659.0+612123",noMaxi,noMaxi,RX J0146.9+6121,RXJ0146.9p6121,noFermi,noFermi,yes
RX J0148.4-2758,7104,27.093041999999997,-27.973806,"2MASSI J0148223-275825, 1RXS J014822.3-275828",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J01529-3531,9999,28.2,-35.495,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J01528-0326,7106,28.204165999999997,-3.4468055,MCG-01-05-047,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J01528-0845,9999,28.234,-8.769,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
4U 0148+36,5000,28.616667,36.239445,"1H 0151+359, 1XRS 01486+360",Abell 262,J0152+361,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J01545+6437,7106,28.647040999999998,64.63264000000001,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J015712-7259,1110,29.31833300000001,-72.97583,IGR J01572-7259,noMaxi,noMaxi,IGR J01572-7259,IGRJ01572-7259,noFermi,noFermi,yes
IGR J01583+6713,1316,29.575832000000002,67.22389,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
2EG J0159-3557,1700,29.84,-36.06,"3EG J0159-3603, PMN 0159-3604?, PMN J0156-3616?",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
Mrk 584,7000,30.099,2.7110000000000003,,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
NGC 788,7106,30.276875,-6.815528,"IRAS F01586-0703, MCG-01-06-025",noMaxi,noMaxi,NGC 788,NGC788,noFermi,noFermi,yes
RX J0202.3+0849,7000,30.610415999999997,8.820278,"[BSF97] J020226.5+084914, 1RXS J020226.5+084913",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J02045-1156,9999,31.153126,-11.995389,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
QSO B0202+149,7200,31.210043,15.236389,"2EG J0204+1512, 3EG J0204+1458, 1Jy 0202+14, 4C 15.05",noMaxi,noMaxi,QSO B0202+149,QSOB0202p149,noFermi,noFermi,yes
3C 58,1810,31.408333000000002,64.82833000000001,"SNR 130.7+03.1, 2E 0201.8+6435, RX J0205.5+6449, 1RXS J020529.7+644934, NRAO 90",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
Mrk 1018,7106,31.566668,-0.2913889,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J0208.4-7428,1100,31.687918,-74.463196,1RXS J045707.4+452751,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
NAB 0205+02,7000,31.95775,2.715528,"[VV96] J020749.8+024255, 1AXG J020750+0242, 2E 0205.2+0228, 1RXS J020749.0+024250, Mrk 586, QSO B0205+024",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J02086-1742,7104,32.145626,-17.659666,2MASS J02083494-1739347,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
2E 0205.7+3509,7300,32.15625,35.38722199999999,"[DGT2001] B0205+3509, MS 0205.7+3509, RX J0208.5+3523, 1RXS J020837.5+352314",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
HCG 16,7100,32.38333,-10.149444,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
IGR J02097+5222,7104,32.392918,52.38,"IGR J02095+5226, 1E 0206.3+5212, QSO J0209+5226",LEDA 138501,J0209+524,QSO J0209+5226,QSOJ0209p5226,noFermi,noFermi,yes
QSO B0208-512,7200,32.6925,-51.017193,"[VV96] J021046.3-510102, RX J0210.7-5100, 2EG J0210-5051, 3EG J0210-5055, 1AXG J021047-5101, 1RXS J021046.8-510055, 1Jy 0208-512",noMaxi,noMaxi,QSO B0208-5115,QSOB0208-5115,noFermi,noFermi,yes
IGR J02115-4407,9999,32.932625,-44.116943,-,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
Swift J0213.7+5147,7000,33.625,51.71,-- --,noMaxi,noMaxi,RGB J0214+517,RGBJ0214p517,noFermi,noFermi,yes
Mrk 590,7104,33.64,-0.76675,"NGC 863, 1H 0215-007, 2E 0212.0-0059, RX J021433-00465, 1RXS J021433.7-004603, QSO B0212-009, IRAS F02120-0059",noMaxi,noMaxi,NGC 863,NGC863,noFermi,noFermi,yes
2EG J0216+1107,1700,34.0,11.38,"3EG J0215+1123, GRO J0215+11",noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J0216.3+5128,7106,34.111374,51.423637,IGR J02164+5126,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
QSO B0215-504,7200,34.35583,-50.25889,[VV96] J021725.4-501532,noMaxi,noMaxi,noSwift,noSwift,noFermi,noFermi,noSwift
SWIFT J0218.0+7348,7300,34.37846,73.82569000000002,"QSO B0212+735, 2E 0212.8+7335, NVSS J021730+734932, S5 0212+735",noMaxi,noMaxi,QSO B0212+735,QSOB0212p735,noFermi,noFermi,yes
